id,age,sex,race,class,degree,region,happy,relig,partyid,childs,marital,vetyears,srcbelt,born,gunlaw_bin,racopen_bin,getahead_bin,colcom_bin,libmslm_bin
741,38.0,2,2,2.0,3,5,2.0,11.0,0.0,3.0,1.0,0.0,5,1,1,1,0,1,1
742,52.0,2,2,1.0,0,5,3.0,4.0,0.0,4.0,3.0,0.0,3,1,0,1,0,0,0
743,28.0,2,2,3.0,1,5,2.0,11.0,6.0,0.0,5.0,0.0,3,1,1,1,1,0,0
744,73.0,2,2,2.0,4,5,2.0,1.0,1.0,2.0,3.0,0.0,3,1,1,1,0,0,0
745,29.0,1,1,3.0,1,5,1.0,11.0,3.0,0.0,1.0,0.0,3,1,0,1,0,1,0
746,32.0,2,2,2.0,2,5,1.0,1.0,0.0,2.0,4.0,0.0,3,1,1,0,0,1,0
748,48.0,2,1,2.0,3,5,1.0,2.0,4.0,2.0,1.0,0.0,3,2,1,1,0,1,1
749,53.0,1,1,2.0,1,5,1.0,4.0,2.0,1.0,1.0,0.0,3,2,1,0,0,0,0
750,45.0,1,1,2.0,0,5,1.0,1.0,3.0,2.0,1.0,0.0,3,2,1,1,0,0,0
752,32.0,2,1,3.0,4,5,1.0,1.0,6.0,1.0,1.0,0.0,3,1,1,1,1,1,1
753,25.0,2,2,3.0,1,5,3.0,1.0,1.0,2.0,5.0,0.0,1,1,1,1,1,1,0
754,79.0,1,2,2.0,0,5,3.0,1.0,1.0,1.0,2.0,0.0,1,1,1,0,0,1,0
755,55.0,1,2,1.0,1,5,2.0,2.0,0.0,1.0,5.0,0.0,1,1,0,1,1,1,0
757,78.0,1,2,2.0,1,5,2.0,1.0,0.0,2.0,2.0,2.0,1,1,1,0,0,0,0
758,54.0,1,2,2.0,1,5,1.0,1.0,0.0,3.0,1.0,3.0,1,1,1,1,0,1,0
759,20.0,1,2,3.0,1,5,1.0,4.0,2.0,0.0,5.0,0.0,1,1,1,0,0,1,1
760,72.0,2,1,3.0,0,5,3.0,2.0,6.0,5.0,4.0,0.0,1,2,1,1,0,1,0
761,50.0,2,1,2.0,0,5,1.0,4.0,3.0,1.0,1.0,0.0,1,2,1,1,1,0,0
762,79.0,1,1,3.0,1,5,2.0,11.0,0.0,3.0,3.0,2.0,1,2,0,1,0,1,1
763,89.0,2,1,3.0,1,5,3.0,2.0,1.0,1.0,3.0,0.0,1,2,1,0,1,1,1
764,75.0,2,3,2.0,1,5,3.0,2.0,3.0,1.0,2.0,0.0,1,2,1,1,0,1,0
765,53.0,2,1,2.0,1,5,2.0,4.0,3.0,2.0,4.0,0.0,1,2,1,1,0,0,0
766,47.0,1,1,2.0,1,5,2.0,4.0,1.0,2.0,1.0,2.0,1,2,0,1,1,0,0
767,75.0,1,2,3.0,1,5,1.0,1.0,0.0,2.0,1.0,0.0,3,2,1,1,0,1,0
768,48.0,2,1,2.0,1,5,2.0,2.0,1.0,1.0,1.0,0.0,3,2,1,0,0,0,0
769,63.0,2,2,3.0,3,5,2.0,1.0,1.0,3.0,2.0,0.0,3,1,1,1,0,0,0
770,43.0,1,1,3.0,4,5,2.0,9.0,4.0,3.0,1.0,0.0,3,2,1,0,0,1,1
772,40.0,1,1,3.0,4,5,2.0,4.0,1.0,1.0,1.0,0.0,3,2,1,0,0,1,1
776,89.0,2,1,3.0,1,5,1.0,3.0,0.0,2.0,2.0,0.0,3,1,0,0,0,0,0
777,24.0,2,2,2.0,2,5,1.0,11.0,1.0,0.0,5.0,0.0,3,2,1,1,0,1,0
780,18.0,2,2,1.0,1,5,2.0,4.0,1.0,0.0,5.0,0.0,3,1,1,1,0,1,0
781,33.0,1,1,2.0,1,5,1.0,4.0,5.0,0.0,5.0,0.0,3,2,1,1,0,1,0
782,42.0,1,1,2.0,1,5,2.0,2.0,5.0,1.0,3.0,0.0,3,1,1,0,0,0,0
783,35.0,1,3,2.0,0,5,3.0,4.0,3.0,3.0,1.0,0.0,3,2,0,1,0,1,0
786,40.0,2,1,3.0,4,3,1.0,11.0,3.0,3.0,1.0,0.0,4,1,1,0,0,1,0
788,40.0,2,1,2.0,1,3,1.0,2.0,1.0,2.0,1.0,0.0,4,2,1,1,1,1,1
789,35.0,1,1,4.0,4,3,2.0,2.0,0.0,0.0,5.0,0.0,4,1,1,1,1,1,1
790,66.0,1,2,2.0,1,3,2.0,4.0,2.0,5.0,3.0,2.0,2,1,1,1,1,1,0
792,49.0,1,2,3.0,1,3,2.0,1.0,5.0,3.0,4.0,0.0,2,1,1,1,1,1,0
793,59.0,1,2,3.0,3,3,2.0,1.0,,0.0,5.0,0.0,2,1,1,1,1,1,0
794,30.0,2,2,2.0,1,3,2.0,11.0,0.0,3.0,5.0,0.0,2,1,1,1,0,1,1
796,73.0,1,2,2.0,0,3,1.0,2.0,0.0,0.0,5.0,0.0,2,1,1,1,1,0,0
797,56.0,2,2,3.0,0,3,3.0,1.0,1.0,4.0,5.0,0.0,2,1,1,1,0,1,0
798,26.0,1,2,2.0,1,3,1.0,1.0,5.0,0.0,5.0,0.0,2,1,1,1,0,0,0
799,26.0,2,2,2.0,1,3,1.0,11.0,0.0,0.0,1.0,0.0,2,1,1,1,0,1,1
800,20.0,1,1,3.0,1,3,2.0,4.0,3.0,1.0,5.0,0.0,2,1,0,1,0,1,0
801,51.0,2,1,2.0,1,3,2.0,1.0,4.0,1.0,2.0,3.0,2,1,0,1,0,1,1
803,58.0,2,1,2.0,1,3,2.0,2.0,1.0,3.0,1.0,0.0,2,1,0,1,0,1,1
804,86.0,2,1,3.0,1,3,1.0,1.0,6.0,2.0,1.0,0.0,4,1,0,0,0,1,0
807,53.0,1,1,3.0,4,3,2.0,1.0,6.0,2.0,1.0,0.0,4,1,1,1,0,1,1
808,37.0,1,1,3.0,3,3,2.0,2.0,5.0,1.0,1.0,0.0,4,1,1,0,0,1,0
810,54.0,1,3,2.0,0,3,2.0,1.0,2.0,0.0,5.0,0.0,2,1,1,0,0,1,1
812,37.0,2,2,1.0,2,3,2.0,1.0,0.0,6.0,5.0,0.0,2,1,1,0,0,1,1
813,63.0,1,1,3.0,1,3,1.0,2.0,6.0,3.0,1.0,0.0,2,1,1,1,0,1,1
814,22.0,1,1,1.0,1,3,2.0,4.0,3.0,0.0,5.0,0.0,2,1,1,0,1,1,1
816,69.0,1,1,2.0,1,3,2.0,1.0,4.0,2.0,1.0,2.0,2,1,0,0,1,0,1
818,56.0,2,1,2.0,1,3,2.0,11.0,1.0,1.0,1.0,0.0,4,1,1,1,1,0,0
819,25.0,1,2,3.0,1,3,2.0,4.0,2.0,1.0,5.0,0.0,4,1,1,1,0,1,0
820,55.0,2,1,2.0,1,3,2.0,4.0,0.0,0.0,5.0,0.0,4,1,1,1,1,1,1
822,73.0,1,1,3.0,1,3,2.0,1.0,5.0,2.0,3.0,0.0,4,1,1,1,0,1,1
823,53.0,2,1,2.0,1,3,2.0,11.0,0.0,3.0,4.0,0.0,5,1,1,1,0,0,0
826,52.0,2,1,2.0,0,3,3.0,4.0,4.0,3.0,4.0,0.0,5,1,1,1,0,1,0
827,36.0,2,1,2.0,2,3,2.0,4.0,2.0,1.0,5.0,0.0,5,1,1,1,0,0,0
829,31.0,2,1,2.0,1,3,2.0,1.0,3.0,0.0,1.0,0.0,5,1,1,1,0,1,1
830,62.0,1,1,1.0,1,9,2.0,1.0,3.0,0.0,1.0,0.0,4,1,1,1,1,0,1
831,58.0,1,1,2.0,3,9,2.0,1.0,0.0,0.0,1.0,0.0,4,1,1,1,0,1,1
832,25.0,1,1,2.0,1,9,2.0,4.0,3.0,1.0,5.0,0.0,4,1,1,0,0,1,1
833,23.0,2,2,1.0,1,9,2.0,11.0,0.0,0.0,5.0,0.0,4,1,1,1,0,1,0
834,20.0,1,3,2.0,0,9,3.0,2.0,3.0,0.0,5.0,0.0,4,2,0,1,1,0,0
836,19.0,2,2,2.0,2,9,2.0,4.0,7.0,0.0,5.0,0.0,2,1,1,1,0,1,1
837,73.0,2,1,3.0,1,9,2.0,2.0,2.0,4.0,1.0,0.0,2,1,1,1,1,0,1
839,73.0,2,1,2.0,3,9,2.0,4.0,0.0,1.0,5.0,0.0,2,1,1,1,1,1,1
840,44.0,2,1,3.0,1,9,1.0,2.0,2.0,2.0,1.0,0.0,2,1,1,1,1,0,0
841,54.0,1,1,3.0,2,9,2.0,4.0,2.0,2.0,1.0,0.0,2,1,1,1,1,1,1
843,68.0,1,1,4.0,4,9,1.0,2.0,7.0,4.0,3.0,0.0,2,1,0,1,1,1,1
844,67.0,2,1,3.0,3,9,2.0,3.0,4.0,2.0,1.0,0.0,4,1,1,0,1,1,1
845,61.0,2,3,4.0,4,9,2.0,4.0,1.0,1.0,1.0,0.0,4,1,1,1,0,1,1
846,39.0,2,3,2.0,2,9,1.0,4.0,1.0,0.0,1.0,0.0,4,2,1,1,1,1,1
847,39.0,2,1,3.0,3,9,1.0,4.0,0.0,3.0,1.0,0.0,4,1,1,1,0,1,1
848,35.0,2,1,3.0,4,9,3.0,4.0,0.0,1.0,1.0,0.0,4,2,1,1,1,0,0
850,52.0,1,1,1.0,1,9,3.0,1.0,4.0,0.0,1.0,1.0,2,1,1,0,0,1,1
851,28.0,2,1,3.0,2,9,1.0,13.0,2.0,0.0,1.0,0.0,2,1,0,1,0,1,1
852,50.0,1,1,2.0,0,9,2.0,4.0,3.0,0.0,5.0,0.0,2,1,0,0,0,1,1
854,89.0,1,1,3.0,3,9,2.0,4.0,1.0,2.0,3.0,2.0,2,1,1,1,0,1,1
856,62.0,2,1,1.0,0,9,3.0,1.0,2.0,8.0,3.0,0.0,2,1,1,1,0,0,0
858,59.0,2,2,3.0,1,9,1.0,1.0,0.0,0.0,5.0,0.0,2,1,1,1,0,0,0
860,29.0,2,1,3.0,3,9,1.0,4.0,2.0,0.0,1.0,0.0,2,1,0,1,1,1,1
862,60.0,2,1,3.0,4,9,2.0,4.0,0.0,0.0,5.0,0.0,2,1,1,0,1,1,1
863,29.0,2,1,2.0,4,9,1.0,4.0,0.0,0.0,5.0,0.0,2,1,1,1,1,1,1
870,54.0,2,3,1.0,0,9,1.0,2.0,3.0,3.0,1.0,0.0,5,1,0,1,0,0,0
871,53.0,1,1,2.0,1,8,3.0,1.0,3.0,2.0,1.0,0.0,3,1,0,1,1,1,1
872,52.0,1,1,3.0,4,8,2.0,1.0,4.0,2.0,1.0,0.0,3,1,0,1,0,1,1
874,42.0,1,1,3.0,3,8,1.0,2.0,6.0,0.0,3.0,0.0,3,1,1,1,0,1,0
876,38.0,2,3,3.0,0,8,2.0,4.0,3.0,3.0,1.0,0.0,3,1,1,1,0,1,0
878,31.0,1,1,3.0,1,8,1.0,4.0,7.0,2.0,3.0,3.0,3,1,0,1,1,0,1
879,56.0,2,2,2.0,1,8,2.0,11.0,3.0,6.0,1.0,0.0,3,1,0,0,1,0,0
880,34.0,1,1,2.0,4,8,1.0,1.0,3.0,1.0,1.0,0.0,3,1,1,1,0,1,1
881,58.0,2,1,2.0,0,8,2.0,4.0,3.0,3.0,3.0,0.0,3,1,1,1,0,0,0
882,23.0,2,1,2.0,1,8,2.0,11.0,2.0,1.0,5.0,0.0,3,1,0,1,0,1,0
885,68.0,1,1,3.0,0,8,2.0,4.0,0.0,0.0,3.0,2.0,3,1,0,1,0,0,0
886,71.0,2,1,,0,8,2.0,2.0,1.0,6.0,1.0,0.0,3,1,1,0,0,0,0
888,71.0,2,1,1.0,0,8,3.0,11.0,3.0,5.0,3.0,0.0,3,1,0,1,0,0,0
889,30.0,2,1,3.0,3,8,1.0,1.0,6.0,0.0,5.0,0.0,1,1,1,1,1,1,1
891,28.0,2,1,3.0,1,8,1.0,11.0,5.0,0.0,5.0,0.0,1,1,1,1,0,1,1
892,60.0,1,1,3.0,4,8,1.0,1.0,5.0,4.0,1.0,0.0,1,1,1,1,0,1,1
893,37.0,1,1,2.0,1,8,2.0,1.0,5.0,0.0,5.0,0.0,1,1,0,1,0,1,1
896,19.0,1,1,3.0,1,8,2.0,1.0,7.0,0.0,5.0,0.0,1,1,1,0,1,1,1
899,43.0,2,2,3.0,3,8,2.0,1.0,1.0,0.0,5.0,0.0,1,1,1,1,1,1,1
902,26.0,2,1,1.0,1,8,1.0,4.0,3.0,0.0,5.0,0.0,1,1,1,0,0,1,0
905,34.0,1,2,2.0,1,8,1.0,1.0,3.0,1.0,1.0,0.0,1,2,1,1,0,1,0
906,38.0,2,1,1.0,3,8,3.0,1.0,1.0,1.0,5.0,0.0,1,1,1,1,0,1,1
907,59.0,2,1,3.0,1,8,1.0,4.0,6.0,0.0,3.0,0.0,1,1,0,1,0,1,1
908,28.0,1,3,2.0,1,8,3.0,4.0,3.0,0.0,5.0,0.0,5,1,1,1,0,1,1
909,32.0,2,3,2.0,1,8,2.0,4.0,3.0,5.0,5.0,0.0,5,1,0,1,0,1,0
911,65.0,2,3,3.0,1,8,2.0,1.0,1.0,5.0,3.0,0.0,5,1,1,1,1,0,0
912,27.0,1,3,2.0,0,8,3.0,4.0,1.0,0.0,5.0,0.0,5,1,1,1,1,0,1
913,51.0,2,3,1.0,3,8,2.0,2.0,0.0,1.0,5.0,0.0,5,1,1,0,1,0,0
914,44.0,2,3,2.0,0,8,2.0,2.0,3.0,7.0,5.0,0.0,5,1,0,1,0,1,1
915,44.0,1,3,2.0,1,8,3.0,2.0,1.0,4.0,5.0,0.0,5,1,1,1,0,0,0
916,22.0,1,2,1.0,0,4,3.0,9.0,3.0,0.0,5.0,0.0,2,2,0,0,0,1,0
921,53.0,1,1,3.0,3,4,2.0,1.0,6.0,2.0,1.0,0.0,4,1,1,0,0,1,1
925,60.0,1,1,2.0,1,4,1.0,1.0,4.0,2.0,1.0,0.0,4,1,1,1,0,1,1
926,54.0,2,3,3.0,0,4,1.0,6.0,6.0,0.0,1.0,0.0,2,2,1,1,1,1,0
927,38.0,2,1,2.0,3,4,3.0,2.0,0.0,4.0,1.0,0.0,2,2,1,1,0,1,0
931,59.0,1,1,2.0,1,3,2.0,1.0,0.0,2.0,1.0,0.0,5,1,1,1,0,1,0
933,37.0,1,1,3.0,1,9,2.0,1.0,5.0,0.0,5.0,0.0,4,1,1,0,0,1,1
934,60.0,2,1,2.0,1,9,3.0,4.0,4.0,0.0,5.0,0.0,4,1,0,1,0,0,0
935,32.0,1,1,3.0,3,9,1.0,4.0,3.0,1.0,1.0,0.0,4,1,1,1,0,1,0
936,63.0,1,1,3.0,1,9,2.0,11.0,1.0,6.0,1.0,0.0,4,1,1,0,0,1,1
938,27.0,2,1,2.0,0,9,2.0,2.0,3.0,2.0,1.0,0.0,4,2,1,1,1,0,0
939,62.0,2,1,1.0,1,9,1.0,2.0,3.0,3.0,2.0,0.0,4,2,1,1,1,1,1
940,22.0,2,1,3.0,1,9,2.0,4.0,1.0,0.0,5.0,0.0,2,1,1,1,1,1,1
941,24.0,1,1,1.0,1,9,1.0,2.0,1.0,1.0,1.0,0.0,2,1,1,1,0,0,0
943,51.0,2,1,3.0,3,9,2.0,2.0,3.0,2.0,1.0,0.0,2,2,1,1,1,1,0
950,41.0,1,1,2.0,2,8,3.0,4.0,4.0,2.0,3.0,0.0,5,1,0,0,0,1,1
951,71.0,2,1,3.0,4,8,1.0,1.0,1.0,3.0,1.0,0.0,5,1,1,1,1,1,0
953,40.0,1,1,3.0,4,8,2.0,3.0,1.0,2.0,1.0,0.0,5,1,0,1,0,0,0
954,44.0,2,1,3.0,1,8,2.0,1.0,5.0,4.0,1.0,0.0,2,1,1,0,0,1,1
958,53.0,1,1,3.0,3,8,1.0,2.0,0.0,2.0,3.0,0.0,2,1,1,1,0,1,1
960,60.0,1,1,2.0,3,8,2.0,1.0,5.0,3.0,1.0,0.0,2,1,1,1,1,1,1
961,29.0,2,1,3.0,1,8,1.0,1.0,6.0,1.0,1.0,0.0,2,1,1,1,0,0,1
962,30.0,1,1,2.0,2,8,2.0,4.0,0.0,0.0,5.0,0.0,2,1,0,1,1,1,1
964,40.0,1,3,2.0,1,8,2.0,2.0,3.0,4.0,1.0,0.0,2,2,1,1,1,1,1
965,29.0,1,1,3.0,3,8,1.0,4.0,2.0,0.0,5.0,0.0,2,1,1,1,1,1,1
966,70.0,2,1,3.0,3,8,1.0,1.0,2.0,1.0,3.0,0.0,2,1,1,1,1,0,1
967,27.0,2,1,2.0,0,8,2.0,5.0,2.0,0.0,5.0,0.0,2,1,1,1,1,1,1
968,78.0,2,1,3.0,3,8,1.0,1.0,5.0,1.0,1.0,0.0,2,1,0,1,0,0,0
969,48.0,2,1,3.0,4,8,1.0,2.0,5.0,0.0,1.0,0.0,4,1,1,0,0,1,1
970,64.0,1,1,3.0,3,8,1.0,4.0,4.0,2.0,1.0,0.0,4,1,0,1,0,0,1
971,49.0,2,1,3.0,3,8,1.0,1.0,5.0,1.0,1.0,0.0,4,1,1,1,0,1,1
972,83.0,2,1,3.0,1,8,2.0,1.0,3.0,2.0,2.0,0.0,4,1,0,1,0,0,0
973,62.0,2,1,3.0,1,8,2.0,1.0,2.0,2.0,1.0,0.0,4,1,0,1,1,1,0
976,18.0,1,1,3.0,1,8,2.0,4.0,4.0,0.0,5.0,0.0,4,2,1,0,0,0,1
977,77.0,1,1,2.0,3,8,3.0,4.0,3.0,0.0,5.0,0.0,5,1,1,1,0,1,1
979,62.0,1,1,2.0,1,8,1.0,2.0,4.0,2.0,1.0,0.0,5,1,0,1,0,0,1
980,56.0,2,1,3.0,2,8,1.0,4.0,2.0,3.0,1.0,0.0,5,2,1,1,1,1,1
981,50.0,2,1,2.0,1,8,1.0,6.0,2.0,0.0,1.0,0.0,5,2,1,1,0,1,0
982,23.0,2,1,4.0,3,8,1.0,1.0,2.0,0.0,5.0,0.0,5,1,0,0,1,0,1
983,66.0,2,1,3.0,3,8,2.0,1.0,7.0,2.0,1.0,0.0,5,1,0,1,0,0,1
984,67.0,1,1,3.0,4,8,1.0,3.0,7.0,1.0,1.0,0.0,5,1,1,1,1,1,1
985,49.0,1,1,2.0,1,3,2.0,1.0,6.0,0.0,5.0,0.0,4,1,1,1,0,0,0
986,85.0,1,1,3.0,0,3,1.0,1.0,0.0,4.0,1.0,1.0,4,1,1,1,1,0,0
988,63.0,1,1,2.0,0,3,1.0,1.0,2.0,4.0,1.0,0.0,4,1,1,0,1,0,0
989,39.0,2,1,3.0,3,3,1.0,1.0,6.0,3.0,1.0,0.0,4,1,1,1,0,1,0
990,89.0,2,1,3.0,1,3,2.0,1.0,5.0,2.0,2.0,0.0,4,1,1,0,0,1,0
992,72.0,1,1,3.0,2,3,2.0,4.0,4.0,0.0,5.0,3.0,4,1,0,0,1,1,1
993,42.0,1,1,3.0,1,3,2.0,4.0,2.0,2.0,5.0,0.0,4,1,1,1,1,1,1
994,89.0,2,1,3.0,1,3,1.0,1.0,3.0,2.0,2.0,0.0,4,1,0,1,0,0,0
996,84.0,2,1,3.0,1,3,2.0,10.0,0.0,6.0,2.0,0.0,4,1,1,1,1,1,0
997,75.0,2,1,3.0,1,3,2.0,2.0,4.0,2.0,3.0,0.0,4,1,1,1,0,1,0
998,75.0,1,2,3.0,0,3,1.0,2.0,1.0,1.0,5.0,0.0,4,1,1,1,0,0,1
1001,35.0,1,1,2.0,1,3,2.0,4.0,7.0,1.0,5.0,0.0,4,1,0,0,0,1,0
1002,23.0,2,2,3.0,1,3,2.0,1.0,1.0,1.0,5.0,0.0,4,1,1,1,0,0,0
1003,21.0,1,1,3.0,1,3,2.0,10.0,4.0,0.0,5.0,0.0,4,2,0,0,0,1,1
1005,29.0,1,2,2.0,1,3,2.0,1.0,0.0,0.0,5.0,0.0,4,1,1,1,1,1,0
1006,58.0,1,2,4.0,1,3,3.0,,3.0,1.0,5.0,0.0,4,1,1,1,1,1,1
1007,56.0,1,1,2.0,1,3,1.0,1.0,3.0,3.0,1.0,2.0,4,1,1,1,0,0,1
1008,33.0,2,1,3.0,3,3,2.0,4.0,3.0,2.0,1.0,0.0,4,1,0,1,0,1,1
1009,72.0,2,1,1.0,0,3,2.0,1.0,3.0,3.0,2.0,0.0,4,1,1,1,1,0,0
1011,36.0,1,1,2.0,1,3,2.0,4.0,1.0,1.0,5.0,0.0,4,1,1,1,0,0,0
1012,29.0,2,1,2.0,1,3,2.0,2.0,4.0,1.0,1.0,0.0,4,1,1,0,0,1,1
1014,53.0,1,3,2.0,0,3,2.0,1.0,4.0,1.0,3.0,0.0,4,1,1,0,1,1,0
1018,51.0,2,2,4.0,1,4,1.0,1.0,0.0,0.0,1.0,0.0,2,1,1,0,1,0,0
1019,66.0,2,2,2.0,4,4,2.0,1.0,0.0,1.0,5.0,0.0,2,1,1,1,0,1,1
1022,50.0,2,1,2.0,1,4,1.0,1.0,3.0,1.0,1.0,0.0,4,1,0,1,0,1,1
1025,73.0,1,1,2.0,1,4,1.0,1.0,0.0,1.0,1.0,0.0,4,1,1,1,0,1,0
1026,41.0,1,1,1.0,1,4,3.0,4.0,0.0,1.0,5.0,0.0,4,1,1,1,1,0,0
1029,59.0,2,1,2.0,1,4,1.0,1.0,0.0,2.0,1.0,0.0,4,1,1,1,0,0,0
1031,34.0,2,3,1.0,0,4,2.0,2.0,1.0,2.0,2.0,0.0,4,2,1,1,0,0,0
1032,47.0,1,1,3.0,4,4,2.0,1.0,3.0,2.0,1.0,0.0,4,2,1,1,0,1,0
1034,67.0,2,1,2.0,1,4,2.0,11.0,5.0,2.0,1.0,0.0,4,1,1,1,0,0,0
1036,48.0,2,1,3.0,4,4,1.0,2.0,1.0,2.0,1.0,0.0,4,1,1,1,0,1,0
1038,60.0,1,1,3.0,1,4,2.0,2.0,0.0,2.0,3.0,2.0,4,1,1,1,0,1,1
1039,58.0,2,1,2.0,1,4,1.0,11.0,7.0,2.0,3.0,0.0,5,1,0,0,1,1,1
1040,63.0,2,1,3.0,1,4,1.0,1.0,7.0,0.0,2.0,0.0,5,1,0,0,0,1,1
1041,57.0,2,1,2.0,1,4,2.0,1.0,0.0,1.0,1.0,0.0,5,1,1,1,0,1,1
1042,66.0,2,1,2.0,1,4,1.0,2.0,1.0,6.0,1.0,0.0,5,1,1,1,0,1,0
1046,63.0,1,3,3.0,1,5,1.0,2.0,5.0,2.0,1.0,3.0,4,2,1,1,0,1,0
1047,26.0,1,2,2.0,1,5,3.0,1.0,3.0,0.0,5.0,0.0,4,1,1,1,0,1,0
1048,67.0,1,1,4.0,4,5,2.0,1.0,6.0,1.0,1.0,1.0,4,1,1,1,0,1,1
1049,81.0,1,1,3.0,1,5,2.0,2.0,4.0,4.0,2.0,2.0,4,1,1,1,0,0,0
1051,78.0,2,1,3.0,3,5,1.0,3.0,2.0,3.0,1.0,0.0,4,1,1,1,0,1,1
1052,77.0,1,1,3.0,4,5,2.0,2.0,4.0,3.0,1.0,2.0,4,1,1,0,0,1,0
1054,62.0,1,3,3.0,4,5,2.0,,0.0,2.0,1.0,2.0,4,2,1,1,1,1,1
1055,83.0,2,1,3.0,4,5,2.0,1.0,4.0,0.0,1.0,0.0,4,1,1,0,0,0,0
1056,41.0,2,1,3.0,3,5,2.0,2.0,4.0,2.0,1.0,0.0,4,1,1,0,0,1,1
1057,44.0,1,1,3.0,4,5,1.0,2.0,2.0,0.0,5.0,0.0,4,2,1,1,0,1,0
1060,26.0,1,1,2.0,1,5,2.0,4.0,2.0,0.0,5.0,0.0,4,1,1,1,1,1,0
1063,72.0,2,2,2.0,3,5,2.0,1.0,0.0,2.0,1.0,0.0,4,1,1,1,0,0,0
1064,68.0,1,2,2.0,0,5,1.0,1.0,0.0,8.0,1.0,0.0,4,2,0,1,1,1,0
1066,59.0,1,3,2.0,0,5,2.0,2.0,3.0,,1.0,0.0,4,2,1,1,0,0,1
1067,77.0,2,2,3.0,1,5,2.0,1.0,0.0,8.0,1.0,0.0,4,1,1,1,0,0,0
1068,59.0,2,2,2.0,1,5,3.0,2.0,0.0,3.0,3.0,0.0,4,2,1,1,1,0,0
1069,47.0,2,2,2.0,1,5,2.0,1.0,,1.0,1.0,3.0,4,1,1,1,1,1,1
1071,42.0,2,1,3.0,2,5,2.0,1.0,2.0,0.0,3.0,0.0,4,1,1,1,0,0,1
1072,75.0,1,1,3.0,4,5,1.0,1.0,6.0,3.0,2.0,0.0,4,1,0,1,0,1,0
1073,66.0,1,2,3.0,1,5,2.0,1.0,6.0,5.0,3.0,1.0,4,1,1,1,0,0,1
1075,34.0,2,3,1.0,0,5,1.0,2.0,3.0,4.0,5.0,0.0,4,1,1,1,0,0,0
1076,25.0,2,1,2.0,2,5,2.0,4.0,0.0,0.0,3.0,0.0,4,2,0,1,1,1,1
1077,78.0,2,2,2.0,1,5,3.0,2.0,0.0,1.0,2.0,0.0,4,2,1,1,0,1,0
1079,73.0,2,1,3.0,3,5,1.0,1.0,0.0,1.0,1.0,0.0,4,1,1,1,1,0,1
1082,31.0,1,1,1.0,1,5,2.0,4.0,3.0,1.0,4.0,0.0,4,1,1,0,0,1,0
1083,58.0,1,1,1.0,1,5,3.0,1.0,6.0,2.0,2.0,0.0,4,1,1,1,0,0,0
1085,62.0,1,1,2.0,1,5,2.0,1.0,3.0,8.0,1.0,0.0,4,1,1,0,0,1,0
1087,59.0,2,2,3.0,2,5,2.0,1.0,0.0,2.0,5.0,0.0,2,1,1,1,0,1,1
1088,21.0,2,3,2.0,1,5,2.0,5.0,3.0,0.0,5.0,0.0,2,2,1,1,0,1,0
1089,45.0,2,1,2.0,1,5,2.0,2.0,3.0,2.0,1.0,0.0,2,2,1,1,0,1,1
1090,52.0,2,1,2.0,3,5,1.0,2.0,5.0,2.0,1.0,0.0,2,2,1,1,0,1,0
1091,76.0,2,1,3.0,0,5,1.0,1.0,6.0,3.0,1.0,0.0,2,2,0,1,0,0,0
1092,21.0,1,2,3.0,1,5,2.0,1.0,2.0,0.0,5.0,1.0,2,1,0,1,0,0,1
1093,42.0,2,1,2.0,2,5,2.0,1.0,1.0,2.0,4.0,0.0,2,1,1,1,0,0,1
1095,42.0,2,1,2.0,3,5,3.0,4.0,3.0,2.0,1.0,0.0,2,2,1,1,1,1,0
1098,65.0,1,1,3.0,1,5,2.0,1.0,2.0,4.0,1.0,2.0,4,1,0,1,0,1,0
1099,36.0,1,3,3.0,2,5,1.0,2.0,3.0,3.0,1.0,3.0,4,2,1,1,1,0,0
1101,64.0,1,1,3.0,3,5,2.0,2.0,0.0,2.0,1.0,3.0,4,2,1,1,1,0,0
1102,33.0,2,1,3.0,1,5,2.0,1.0,5.0,2.0,3.0,0.0,4,1,0,1,0,1,0
1103,30.0,2,1,3.0,3,5,1.0,4.0,4.0,1.0,1.0,0.0,4,1,1,1,0,0,0
1104,50.0,2,1,3.0,1,5,2.0,2.0,6.0,2.0,1.0,0.0,2,1,0,1,0,0,0
1105,89.0,2,1,2.0,4,5,2.0,2.0,2.0,2.0,2.0,0.0,2,2,1,0,1,1,1
1107,60.0,1,1,3.0,3,5,2.0,4.0,6.0,0.0,1.0,3.0,2,1,0,0,0,1,1
1108,52.0,1,1,4.0,1,9,1.0,4.0,4.0,4.0,1.0,0.0,5,1,0,0,0,1,1
1111,21.0,2,3,2.0,1,9,2.0,2.0,3.0,0.0,5.0,0.0,5,1,1,1,1,0,1
1112,32.0,2,1,2.0,1,9,2.0,11.0,3.0,3.0,1.0,0.0,5,1,0,1,1,1,0
1113,78.0,1,1,2.0,1,9,1.0,1.0,1.0,4.0,1.0,1.0,5,1,1,0,0,0,0
1114,41.0,1,1,3.0,2,9,2.0,4.0,2.0,0.0,5.0,0.0,4,1,1,1,1,1,1
1115,59.0,2,1,3.0,3,9,2.0,1.0,0.0,0.0,2.0,0.0,4,1,0,0,0,1,1
1116,32.0,1,1,3.0,1,9,2.0,4.0,6.0,1.0,1.0,3.0,4,1,1,0,0,1,0
